"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"30/11/2022","345.36","341.64","350.39","331.79","58.58K","0.03%"
"29/11/2022","345.26","336.18","347.33","330.30","85.79K","2.92%"
"28/11/2022","335.48","316.83","335.71","314.82","54.68K","5.98%"
"25/11/2022","316.55","300.01","317.14","294.69","37.45K","4.79%"
"24/11/2022","302.08","297.90","302.08","291.47","40.22K","1.40%"
"23/11/2022","297.90","305.99","309.69","297.90","37.12K","-2.73%"
"22/11/2022","306.27","302.13","317.35","297.29","65.42K","1.37%"
"21/11/2022","302.13","292.12","303.58","284.82","32.14K","2.28%"
"18/11/2022","295.39","283.58","297.58","274.91","67.97K","2.98%"
"17/11/2022","286.85","278.76","290.26","271.38","45.46K","3.43%"
"16/11/2022","277.35","260.33","277.48","244.78","74.68K","6.32%"
"15/11/2022","260.86","276.77","276.77","259.86","40.89K","-6.89%"
"14/11/2022","280.17","296.72","296.72","277.48","48.26K","-5.65%"
"11/11/2022","296.94","304.12","311.90","294.92","55.96K","-3.37%"
"10/11/2022","307.29","327.90","327.90","305.58","44.25K","-6.34%"
"09/11/2022","328.10","323.06","334.31","319.52","34.12K","0.75%"
"08/11/2022","325.65","320.08","326.70","307.75","38.77K","1.85%"
"07/11/2022","319.74","331.08","336.95","319.74","47.73K","-4.49%"
"04/11/2022","334.77","348.11","348.87","331.54","49.44K","-4.08%"
"03/11/2022","349.00","350.60","354.58","346.23","28.02K","-0.46%"
"02/11/2022","350.60","351.69","357.98","350.50","34.65K","-0.56%"
"01/11/2022","352.58","344.99","355.93","343.40","39.46K","2.20%"
"31/10/2022","344.99","351.56","355.46","339.71","38.07K","-1.83%"
"28/10/2022","351.43","348.32","360.55","347.10","33.43K","0.03%"
"27/10/2022","351.34","330.94","351.34","320.46","40.00K","5.23%"
"26/10/2022","333.89","338.06","344.35","328.37","27.22K","-1.71%"
"25/10/2022","339.71","341.94","349.06","327.75","51.16K","-0.73%"
"24/10/2022","342.21","361.06","364.73","338.92","44.86K","-5.18%"
"21/10/2022","360.92","381.76","382.61","359.11","60.91K","-5.56%"
"20/10/2022","382.18","386.33","388.04","379.39","21.67K","-1.07%"
"19/10/2022","386.33","388.48","392.94","385.02","24.06K","-0.52%"
"18/10/2022","388.36","380.06","395.11","380.03","37.75K","1.74%"
"17/10/2022","381.73","384.75","384.75","375.11","30.41K","-0.78%"
"14/10/2022","384.75","377.86","389.31","377.86","38.49K","1.82%"
"13/10/2022","377.86","373.88","378.22","372.32","20.83K","0.90%"
"12/10/2022","374.48","359.40","378.73","350.42","33.86K","3.86%"
"11/10/2022","360.56","384.97","386.83","360.56","48.09K","-6.54%"
"10/10/2022","385.78","373.76","387.24","366.41","37.64K","3.22%"
"07/10/2022","373.76","392.21","392.22","365.97","53.82K","-4.70%"
"06/10/2022","392.21","407.77","412.29","389.03","34.23K","-3.91%"
"05/10/2022","408.19","391.77","412.48","388.27","31.55K","4.16%"
"04/10/2022","391.87","398.95","406.29","391.87","37.71K","-1.81%"
"03/10/2022","399.09","422.00","424.97","398.15","40.10K","-6.13%"
"30/09/2022","425.17","424.33","425.59","407.92","49.51K","0.20%"
"29/09/2022","424.33","431.67","440.37","424.33","34.09K","-1.66%"
"28/09/2022","431.50","435.83","440.38","430.82","42.54K","-1.42%"
"27/09/2022","437.73","438.79","441.77","433.22","29.26K","-0.21%"
"26/09/2022","438.67","457.20","460.50","429.94","54.59K","-4.80%"
"23/09/2022","460.77","460.46","470.92","460.42","29.51K","-0.70%"
"22/09/2022","464.04","462.79","464.04","452.54","37.40K","0.08%"
"21/09/2022","463.66","467.15","467.16","460.57","23.09K","-0.75%"
"20/09/2022","467.15","460.33","469.31","458.56","32.89K","1.46%"
"19/09/2022","460.45","481.26","488.90","457.92","54.58K","-4.32%"
"16/09/2022","481.26","492.45","501.51","481.26","43.42K","-3.27%"
"15/09/2022","497.51","491.33","499.98","491.18","27.31K","0.23%"
"14/09/2022","496.39","499.26","499.32","489.32","46.49K","-0.83%"
"13/09/2022","500.53","506.06","509.78","497.01","34.94K","-1.09%"
"12/09/2022","506.06","511.66","515.80","506.06","30.68K","-1.09%"
"09/09/2022","511.66","503.22","511.66","495.16","37.91K","1.49%"
"08/09/2022","504.15","509.38","514.16","502.52","45.91K","-1.03%"
"07/09/2022","509.38","532.33","532.33","509.38","57.93K","-4.31%"
"06/09/2022","532.33","530.29","536.29","530.22","34.98K","0.38%"
"05/09/2022","530.32","527.19","535.10","521.33","30.35K","0.51%"
"31/08/2022","527.62","533.13","534.89","527.25","37.76K","-1.05%"
"30/08/2022","533.24","539.08","544.90","533.24","41.30K","-1.08%"
"29/08/2022","539.08","545.04","545.88","522.05","73.93K","-1.25%"
"26/08/2022","545.88","552.77","555.00","543.96","51.68K","-1.24%"
"25/08/2022","552.72","553.72","556.75","552.72","51.32K","-0.16%"
"24/08/2022","553.60","548.72","553.60","548.72","42.36K","0.69%"
"23/08/2022","549.81","537.75","549.81","532.68","54.61K","2.25%"
"22/08/2022","537.70","540.81","546.58","534.21","74.03K","-1.50%"
"19/08/2022","545.87","555.40","558.40","545.02","45.40K","-1.69%"
"18/08/2022","555.24","557.78","558.28","552.48","45.42K","-0.46%"
"17/08/2022","557.78","567.09","567.78","557.17","49.19K","-0.61%"
"16/08/2022","561.19","562.83","564.80","559.77","39.77K","-0.41%"
"15/08/2022","563.51","567.93","569.20","562.36","47.55K","0.27%"
"12/08/2022","562.02","551.75","562.02","550.87","42.36K","1.86%"
"11/08/2022","551.75","559.34","569.90","550.28","81.35K","-1.32%"
"10/08/2022","559.12","555.37","561.64","552.63","51.37K","0.83%"
"09/08/2022","554.52","554.19","558.30","551.57","44.01K","0.05%"
"08/08/2022","554.24","552.13","558.73","551.61","54.22K","0.38%"
"05/08/2022","552.13","545.74","553.80","542.98","51.87K","1.09%"
"04/08/2022","546.16","546.16","551.87","543.51","54.64K","0.04%"
"03/08/2022","545.92","538.68","546.57","536.39","51.79K","1.34%"
"02/08/2022","538.68","537.81","545.87","535.07","62.12K","0.16%"
"01/08/2022","537.81","523.59","537.81","520.32","52.83K","2.72%"
"29/07/2022","523.59","525.85","531.25","523.32","38.52K","-0.43%"
"28/07/2022","525.85","511.00","532.28","510.90","54.73K","2.93%"
"27/07/2022","510.87","506.81","511.33","501.65","29.93K","0.74%"
"26/07/2022","507.11","512.53","516.50","506.96","24.94K","-1.06%"
"25/07/2022","512.53","521.75","522.06","510.39","36.29K","-1.77%"
"22/07/2022","521.75","518.11","526.87","518.11","38.78K","0.71%"
"21/07/2022","518.06","521.08","521.85","516.64","41.89K","-0.57%"
"20/07/2022","521.01","515.23","525.36","514.12","52.92K","1.81%"
"19/07/2022","511.77","515.92","518.35","501.36","41.17K","0.32%"
"18/07/2022","510.15","511.45","518.96","508.10","37.53K","-0.03%"
"15/07/2022","510.29","514.95","520.75","510.29","39.63K","-0.76%"
"14/07/2022","514.19","502.68","515.73","498.48","45.47K","2.29%"
"13/07/2022","502.68","505.86","510.00","499.39","37.68K","-0.33%"
"12/07/2022","504.32","487.59","505.50","486.43","38.02K","2.77%"
"11/07/2022","490.72","485.27","494.67","481.99","35.63K","0.01%"
"08/07/2022","490.66","474.87","492.35","473.66","34.54K","3.49%"
"07/07/2022","474.10","473.18","476.95","465.51","25.31K","0.19%"
"06/07/2022","473.18","486.27","486.31","473.18","40.89K","-2.84%"
"05/07/2022","487.01","498.06","499.61","485.72","30.75K","-2.21%"
"04/07/2022","498.04","494.09","505.88","494.09","25.23K","0.80%"
"01/07/2022","494.09","489.24","499.48","470.31","45.20K","0.99%"
"30/06/2022","489.24","505.38","508.33","489.16","33.45K","-3.31%"
"29/06/2022","505.97","506.01","511.89","495.89","30.87K","0.02%"
"28/06/2022","505.86","491.83","508.76","491.83","40.97K","1.66%"
"27/06/2022","497.60","487.58","502.60","486.86","30.52K","2.21%"
"24/06/2022","486.83","492.13","498.87","486.83","33.36K","-1.18%"
"23/06/2022","492.63","468.89","492.63","468.89","31.20K","4.34%"
"22/06/2022","472.16","463.23","477.51","456.99","44.28K","1.53%"
"21/06/2022","465.03","465.89","477.26","458.93","52.54K","-0.70%"
"20/06/2022","468.29","497.53","503.69","468.29","50.13K","-6.05%"
"17/06/2022","498.43","514.32","518.00","495.35","51.86K","-3.09%"
"16/06/2022","514.32","503.37","522.45","502.29","42.05K","2.19%"
"15/06/2022","503.28","519.58","527.48","497.39","42.77K","-3.14%"
"14/06/2022","519.58","515.06","527.30","502.86","39.26K","0.88%"
"13/06/2022","515.06","556.76","556.76","514.12","64.44K","-7.66%"
"10/06/2022","557.80","574.43","578.27","557.78","57.89K","-3.09%"
"09/06/2022","575.59","571.22","578.49","571.19","33.11K","0.77%"
"08/06/2022","571.22","556.47","578.03","556.47","51.13K","2.65%"
"07/06/2022","556.47","558.64","558.79","538.05","69.05K","-0.39%"
"06/06/2022","558.64","568.63","576.12","558.64","44.82K","-1.76%"
"03/06/2022","568.63","570.95","577.72","558.76","38.23K","-0.41%"
"02/06/2022","570.95","578.09","583.06","565.66","60.51K","-1.17%"
"01/06/2022","577.70","576.90","579.67","566.42","45.59K","0.06%"
"31/05/2022","577.34","566.04","577.34","562.59","52.45K","2.00%"
"30/05/2022","566.04","559.87","574.46","557.27","48.60K","1.10%"
"27/05/2022","559.87","564.48","567.78","559.48","40.63K","-0.76%"
"26/05/2022","564.18","567.93","570.58","559.36","37.75K","-0.64%"
"25/05/2022","567.81","545.96","569.83","545.96","54.50K","4.03%"
"24/05/2022","545.81","531.02","545.81","518.37","50.72K","2.81%"
"23/05/2022","530.90","545.85","555.70","526.04","48.27K","-2.72%"
"20/05/2022","545.73","542.92","557.03","541.53","41.53K","0.31%"
"19/05/2022","544.07","538.68","548.02","521.19","50.62K","0.56%"
"18/05/2022","541.06","546.20","555.50","539.91","48.23K","-0.92%"
"17/05/2022","546.08","520.06","546.90","513.43","42.30K","4.68%"
"16/05/2022","521.66","506.98","536.71","501.21","47.09K","2.90%"
"13/05/2022","506.98","535.81","538.95","501.99","58.15K","-5.44%"
"12/05/2022","536.12","574.39","576.57","534.98","42.68K","-6.66%"
"11/05/2022","574.39","567.87","579.86","565.77","25.69K","1.15%"
"10/05/2022","567.87","544.71","568.05","525.83","39.89K","3.16%"
"09/05/2022","550.49","587.33","593.47","547.86","52.99K","-7.25%"
"06/05/2022","593.49","631.74","631.74","593.49","34.87K","-6.10%"
"05/05/2022","632.02","629.36","646.64","618.76","36.89K","-0.67%"
"04/05/2022","636.30","640.94","650.43","636.27","36.03K","-1.84%"
"29/04/2022","648.26","635.72","655.75","630.88","36.92K","1.97%"
"28/04/2022","635.72","634.43","643.67","632.67","29.76K","0.50%"
"27/04/2022","632.55","604.89","635.00","602.36","32.15K","6.98%"
"25/04/2022","591.26","635.57","643.45","590.71","45.48K","-7.46%"
"22/04/2022","638.93","654.56","666.82","631.36","67.23K","-2.91%"
"21/04/2022","658.07","685.82","685.82","654.89","53.88K","-4.05%"
"20/04/2022","685.86","705.56","717.94","685.86","38.82K","-2.79%"
"19/04/2022","705.56","718.70","732.22","702.99","41.84K","-2.07%"
"18/04/2022","720.45","744.64","749.35","712.76","45.28K","-3.09%"
"15/04/2022","743.46","759.94","764.01","743.46","37.18K","-2.17%"
"14/04/2022","759.94","780.56","784.73","759.94","32.23K","-1.51%"
"13/04/2022","771.62","758.04","771.81","744.51","40.30K","1.79%"
"12/04/2022","758.04","781.57","795.90","757.04","45.01K","-2.95%"
"08/04/2022","781.08","802.17","808.30","781.08","44.45K","-2.64%"
"07/04/2022","802.29","811.34","816.33","802.29","45.33K","-1.46%"
"06/04/2022","814.17","834.70","836.28","810.98","51.88K","-2.71%"
"05/04/2022","836.89","845.75","850.93","836.89","34.91K","-1.03%"
"04/04/2022","845.60","837.05","852.91","834.86","38.30K","1.26%"
"01/04/2022","835.07","823.44","835.15","813.38","51.49K","1.41%"
"31/03/2022","823.44","824.24","832.43","818.69","45.54K","-0.13%"
"30/03/2022","824.54","848.02","850.41","824.35","55.72K","-2.79%"
"29/03/2022","848.17","832.59","856.37","829.44","53.78K","1.87%"
"28/03/2022","832.59","844.53","848.58","813.55","66.27K","-1.41%"
"25/03/2022","844.53","840.53","851.34","832.43","50.80K","0.19%"
"24/03/2022","842.93","851.48","852.94","841.20","52.57K","-0.99%"
"23/03/2022","851.33","849.19","863.65","845.93","57.52K","0.27%"
"22/03/2022","849.04","843.12","861.75","843.12","55.72K","0.77%"
"21/03/2022","842.52","828.72","842.60","828.13","40.10K","1.78%"
"18/03/2022","827.81","810.84","832.20","808.37","45.26K","2.28%"
"17/03/2022","809.34","813.61","827.62","808.94","33.99K","-0.52%"
"16/03/2022","813.61","810.38","821.78","810.38","31.68K","0.40%"
"15/03/2022","810.38","791.91","810.67","788.85","49.86K","2.33%"
"14/03/2022","791.95","800.86","812.67","786.14","59.40K","-1.11%"
"11/03/2022","800.86","815.00","815.02","796.49","63.57K","-1.73%"
"10/03/2022","815.00","810.37","822.75","807.58","51.73K","0.50%"
"09/03/2022","810.97","804.46","818.77","794.33","63.86K","-0.17%"
"08/03/2022","812.37","828.42","830.16","811.63","65.79K","-2.01%"
"07/03/2022","829.02","826.98","832.45","818.81","55.13K","0.91%"
"04/03/2022","821.57","821.84","827.69","819.46","60.11K","0.03%"
"03/03/2022","821.33","807.46","821.33","806.79","52.70K","1.85%"
"02/03/2022","806.41","807.06","815.87","795.36","57.78K","0.03%"
"01/03/2022","806.16","799.11","810.44","797.81","59.03K","0.90%"
"28/02/2022","798.96","796.69","803.14","793.75","51.45K","0.28%"
"25/02/2022","796.69","784.72","803.94","783.52","60.02K","1.53%"
"24/02/2022","784.72","797.53","803.39","768.11","84.94K","-1.62%"
"23/02/2022","797.67","776.19","799.64","768.55","61.98K","2.77%"
"22/02/2022","776.19","791.89","792.88","766.85","61.16K","-1.98%"
"21/02/2022","791.89","778.13","797.06","778.13","38.71K","1.77%"
"18/02/2022","778.13","762.85","781.12","754.18","35.35K","2.01%"
"17/02/2022","762.82","762.74","771.07","758.40","26.95K","0.01%"
"16/02/2022","762.74","748.20","764.99","747.53","30.49K","1.94%"
"15/02/2022","748.20","742.71","750.34","739.50","22.85K","0.74%"
"14/02/2022","742.71","748.96","753.86","736.60","38.24K","-0.83%"
"11/02/2022","748.96","753.53","758.02","747.08","32.15K","-0.61%"
"10/02/2022","753.53","739.41","758.40","739.41","26.23K","1.91%"
"09/02/2022","739.41","720.35","741.84","716.18","34.25K","1.82%"
"08/02/2022","726.17","724.08","731.00","720.14","25.65K","-0.54%"
"07/02/2022","730.14","735.98","751.30","730.14","24.18K","-0.61%"
"28/01/2022","734.63","728.03","735.91","716.60","36.87K","0.91%"
"27/01/2022","728.03","731.76","743.89","720.75","23.36K","-0.51%"
"26/01/2022","731.76","735.99","755.88","731.76","24.67K","-0.02%"
"25/01/2022","731.90","704.48","732.08","688.99","30.52K","3.89%"
"24/01/2022","704.48","756.32","761.23","704.48","48.71K","-6.02%"
"21/01/2022","749.64","743.74","757.29","743.57","34.61K","1.63%"
"20/01/2022","737.59","715.87","744.47","700.44","35.64K","2.25%"
"19/01/2022","721.37","732.60","732.81","715.23","25.21K","-2.35%"
"18/01/2022","738.74","776.02","782.71","727.01","41.07K","-5.64%"
"17/01/2022","782.92","821.97","849.30","779.12","61.39K","-4.75%"
"14/01/2022","821.95","802.63","827.88","788.22","35.45K","1.39%"
"13/01/2022","810.71","844.07","860.26","810.11","41.64K","-3.92%"
"12/01/2022","843.80","844.60","862.03","821.70","60.25K","-1.29%"
"11/01/2022","854.85","849.08","869.91","845.07","43.08K","0.68%"
"10/01/2022","849.08","874.02","892.18","847.93","58.92K","-2.85%"
"07/01/2022","874.02","855.30","874.45","851.04","47.34K","2.72%"
"06/01/2022","850.84","840.20","858.95","836.73","46.21K","1.27%"
"05/01/2022","840.20","818.14","842.31","818.14","53.22K","2.74%"
"04/01/2022","817.80","803.50","822.30","798.36","40.04K","1.78%"
"31/12/2021","803.50","786.59","804.19","783.65","34.49K","1.98%"
